Log_ID,Timestamp,Equipment_ID,Equipment_Type,Location,Operator_Shift_Hours,Payload_Weight_lbs,Reported_Incident,Is_Violation,Violation_Type,Expected_Section
LOG-1795,2026-04-06 12:45,YAR-23,Yard Hostler,Bay 4,9.0,52286,No exception noted,0,None,None
LOG-1796,2026-04-04 21:12,YAR-95,Yard Hostler,Main Pedestrian Crosswalk,7.8,29102,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1797,2026-04-05 10:41,CON-39,Container Handler,Bay 1,7.5,19650,No exception noted,0,None,None
LOG-1798,2026-04-01 13:48,YAR-71,Yard Hostler,Wheel Shop,10.5,50985,Multi-piece rim assembly inflated outside any restraining device,1,rim_wheel,1910.177
LOG-1799,2026-04-03 19:10,TER-96,Terminal Tractor,Rail Siding 3,6.8,20448,No exception noted,0,None,None
LOG-1800,2026-04-01 14:00,CON-12,Container Handler,Bay 4,7.4,56938,Container transferred and seals verified against the manifest,0,None,None
LOG-1801,2026-03-31 11:24,YAR-77,Yard Hostler,Container Stack Row C,8.9,25320,No exception noted,0,None,None
LOG-1802,2026-04-04 22:24,REA-46,Reach Stacker,Loading Dock 2,8.5,28417,Container transferred and seals verified against the manifest,0,None,None
LOG-1803,2026-04-03 19:50,GAN-88,Gantry Crane,Container Stack Row C,8.2,26022,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1804,2026-04-03 20:00,FOR-73,Forklift,Maintenance Track,11.9,37786,No exception noted,0,None,None
LOG-1805,2026-04-01 14:30,REA-35,Reach Stacker,Intermodal Ramp,9.8,61637,No exception noted,0,None,None
LOG-1806,2026-03-31 11:44,FOR-22,Forklift,Wheel Shop,10.6,40392,No exception noted,0,None,None
LOG-1807,2026-04-01 14:42,TER-39,Terminal Tractor,Loading Dock 2,7.2,34197,No exception noted,0,None,None
LOG-1808,2026-04-01 14:48,FOR-55,Forklift,Maintenance Track,6.3,22168,Enclosure verified closed and guarded before re-energising,0,None,None
LOG-1809,2026-04-01 14:54,YAR-32,Yard Hostler,Bay 1,6.4,53236,Container transferred and seals verified against the manifest,0,None,None
LOG-1810,2026-04-05 13:30,YAR-72,Yard Hostler,Wheel Shop,13.5,13835,Train employee remained on duty to complete consist tie-down,1,duty_limit,21103
LOG-1811,2026-04-01 01:35,CON-58,Container Handler,Bay 1,7.0,21235,No exception noted,0,None,None
LOG-1812,2026-04-06 03:28,FOR-39,Forklift,Rail Siding 3,9.7,56489,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1813,2026-04-04 11:03,FOR-60,Forklift,Bay 1,7.5,55914,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1814,2026-03-30 22:42,FOR-65,Forklift,Wheel Shop,12.0,10022,No exception noted,0,None,None
LOG-1815,2026-04-02 05:05,FOR-84,Forklift,Rail Siding 3,10.7,57988,Container transferred and seals verified against the manifest,0,None,None
LOG-1816,2026-04-02 05:12,YAR-24,Yard Hostler,Wheel Shop,7.7,11585,No exception noted,0,None,None
LOG-1817,2026-04-03 22:10,CON-11,Container Handler,Intermodal Ramp,6.7,61336,Duty record for the tour left unsigned and incomplete,1,duty_records,228.11
LOG-1818,2026-03-30 22:54,REA-53,Reach Stacker,Bay 4,9.9,57193,No exception noted,0,None,None
LOG-1819,2026-04-01 02:15,CON-10,Container Handler,Wheel Shop,10.5,54677,Guardrail height and toeboard verified during inspection,0,None,None
LOG-1820,2026-04-03 09:00,FOR-23,Forklift,Intermodal Ramp,11.0,15264,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1821,2026-03-30 23:03,YAR-89,Yard Hostler,Wheel Shop,10.8,17389,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1822,2026-04-02 19:36,YAR-81,Yard Hostler,Loading Dock 2,9.1,20862,No exception noted,0,None,None
LOG-1823,2026-04-06 19:45,YAR-37,Yard Hostler,Maintenance Track,6.2,28624,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1824,2026-03-31 12:56,YAR-61,Yard Hostler,Wheel Shop,9.7,35289,Duty record for the tour left unsigned and incomplete,1,duty_records,228.11
LOG-1825,2026-04-02 20:00,REA-37,Reach Stacker,Container Stack Row C,6.7,25818,Container transferred and seals verified against the manifest,0,None,None
LOG-1826,2026-03-30 23:18,TER-96,Terminal Tractor,Loading Dock 2,11.7,61510,Dockboard secured with anchor pins and checked before the lift,0,None,None
LOG-1827,2026-03-31 13:08,CON-47,Container Handler,Bay 2,9.5,58223,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1828,2026-04-01 16:48,TER-82,Terminal Tractor,Container Stack Row C,11.3,63538,No exception noted,0,None,None
LOG-1829,2026-04-01 03:05,GAN-21,Gantry Crane,Intermodal Ramp,6.8,47259,Standing oily runoff spread over the pedestrian route with no containment,1,housekeeping,1910.22
LOG-1830,2026-04-02 06:50,GAN-34,Gantry Crane,High-Voltage Line B,7.6,31506,Container transferred and seals verified against the manifest,0,None,None
LOG-1831,2026-04-01 17:06,REA-22,Reach Stacker,Intermodal Ramp,7.0,26831,No exception noted,0,None,None
LOG-1832,2026-03-30 09:44,YAR-83,Yard Hostler,Intermodal Ramp,8.1,24162,Overhead crane run with the upper limit switch known inoperative,1,crane_inspection,1910.179
LOG-1833,2026-04-01 17:18,TER-43,Terminal Tractor,Wheel Shop,11.3,63832,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1834,2026-04-01 17:24,CON-38,Container Handler,Bay 2,10.2,44968,No exception noted,0,None,None
LOG-1835,2026-04-03 11:15,FOR-65,Forklift,Bay 1,9.7,54549,No exception noted,0,None,None
LOG-1836,2026-04-01 03:40,GAN-59,Gantry Crane,Bay 4,7.3,40858,Container transferred and seals verified against the manifest,0,None,None
LOG-1837,2026-04-06 23:15,REA-47,Reach Stacker,Bay 1,10.4,63108,No exception noted,0,None,None
LOG-1838,2026-04-05 05:36,REA-54,Reach Stacker,High-Voltage Line B,11.6,54822,No exception noted,0,None,None
LOG-1839,2026-04-04 01:50,CON-24,Container Handler,Container Stack Row C,6.6,42752,Freight palletised and stacked within the marked aisle boundaries,0,None,None
LOG-1840,2026-04-07 00:00,TER-89,Terminal Tractor,Wheel Shop,8.3,24739,Container transferred and seals verified against the manifest,0,None,None
LOG-1841,2026-04-06 10:14,TER-60,Terminal Tractor,Main Pedestrian Crosswalk,6.8,36261,No exception noted,0,None,None
LOG-1842,2026-04-07 00:30,REA-30,Reach Stacker,Bay 1,7.6,23031,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1843,2026-04-02 22:24,GAN-28,Gantry Crane,Wheel Shop,11.4,26870,No exception noted,0,None,None
LOG-1844,2026-03-31 00:12,YAR-26,Yard Hostler,Loading Dock 2,9.2,53941,Dockboard anchored and its rated capacity posted before transit,0,None,None
LOG-1845,2026-04-04 02:50,TER-91,Terminal Tractor,Container Stack Row C,8.0,16506,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1846,2026-03-31 14:24,YAR-55,Yard Hostler,Loading Dock 2,8.6,28207,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1847,2026-04-04 17:17,REA-30,Reach Stacker,Maintenance Track,9.4,21890,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1848,2026-04-02 23:04,REA-45,Reach Stacker,Loading Dock 2,8.0,57208,Platform guardrail measured at forty-two inches and found compliant,0,None,None
LOG-1849,2026-04-04 03:30,CON-24,Container Handler,Maintenance Track,10.1,25101,No exception noted,0,None,None
LOG-1850,2026-04-01 04:50,FOR-83,Forklift,Bay 1,9.9,58332,Cargo stacked with a three-foot overhang blocking the marked aisle,1,aisle_obstruction,1910.176
LOG-1851,2026-03-31 00:33,GAN-51,Gantry Crane,High-Voltage Line B,10.1,12646,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1852,2026-04-05 08:24,CON-80,Container Handler,Maintenance Track,6.7,14648,No exception noted,0,None,None
LOG-1853,2026-04-02 09:31,CON-82,Container Handler,Loading Dock 2,10.6,42349,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1854,2026-04-04 18:34,FOR-51,Forklift,Bay 2,8.0,36538,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1855,2026-04-01 19:30,GAN-94,Gantry Crane,High-Voltage Line B,8.7,30864,No exception noted,0,None,None
LOG-1856,2026-04-07 04:00,CON-71,Container Handler,Maintenance Track,8.2,23242,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1857,2026-04-05 23:41,CON-80,Container Handler,High-Voltage Line B,7.2,43105,Stairway handrail confirmed secure during the walk-through,0,None,None
LOG-1858,2026-04-02 10:06,FOR-18,Forklift,Loading Dock 2,9.0,64425,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1859,2026-04-07 04:45,CON-94,Container Handler,High-Voltage Line B,10.3,58971,Wire rope sling with twelve broken wires in one lay kept in the active lift,1,sling,1910.184
LOG-1860,2026-04-03 15:00,TER-58,Terminal Tractor,Bay 2,7.6,22213,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1861,2026-04-01 05:45,YAR-38,Yard Hostler,Bay 4,10.1,25652,No exception noted,0,None,None
LOG-1862,2026-04-01 20:12,CON-37,Container Handler,Rail Siding 3,11.4,59113,No exception noted,0,None,None
LOG-1863,2026-03-30 10:46,YAR-99,Yard Hostler,Wheel Shop,11.1,48843,Duty record for the tour left unsigned and incomplete,1,duty_records,228.11
LOG-1864,2026-04-03 01:12,TER-13,Terminal Tractor,Bay 1,6.4,13518,Stair treads and handrail inspected and found sound,0,None,None
LOG-1865,2026-03-30 10:50,REA-75,Reach Stacker,Bay 2,7.4,37709,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1866,2026-04-03 15:54,GAN-66,Gantry Crane,Bay 1,7.7,61801,Freight palletised and stacked within the marked aisle boundaries,0,None,None
LOG-1867,2026-04-05 11:24,CON-86,Container Handler,Wheel Shop,11.6,42212,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1868,2026-04-06 16:32,YAR-17,Yard Hostler,Intermodal Ramp,10.6,48779,Container transferred and seals verified against the manifest,0,None,None
LOG-1869,2026-04-01 20:54,GAN-45,Gantry Crane,Bay 4,10.1,10198,Stair run to the dispatch office in use with the handrail detached,1,stairway,1910.25
LOG-1870,2026-04-03 02:00,GAN-46,Gantry Crane,High-Voltage Line B,9.7,27650,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1871,2026-04-01 21:06,REA-79,Reach Stacker,Bay 1,10.8,11150,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1872,2026-04-01 06:40,REA-72,Reach Stacker,Bay 2,10.1,30112,No exception noted,0,None,None
LOG-1873,2026-03-31 16:12,TER-27,Terminal Tractor,Container Stack Row C,7.1,23727,Sling inspected before the lift with its capacity tag legible,0,None,None
LOG-1874,2026-04-01 06:50,FOR-48,Forklift,Loading Dock 2,11.4,27654,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1875,2026-03-31 01:45,GAN-30,Gantry Crane,Bay 1,9.2,27690,No exception noted,0,None,None
LOG-1876,2026-04-04 08:00,FOR-92,Forklift,Maintenance Track,9.7,49933,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1877,2026-04-07 09:15,CON-76,Container Handler,Intermodal Ramp,9.7,40761,No exception noted,0,None,None
LOG-1878,2026-04-06 04:14,REA-60,Reach Stacker,Bay 1,9.6,59269,No exception noted,0,None,None
LOG-1879,2026-04-01 21:54,REA-12,Reach Stacker,Bay 4,10.3,51263,No exception noted,0,None,None
LOG-1880,2026-04-06 04:40,YAR-96,Yard Hostler,Loading Dock 2,9.3,59772,No exception noted,0,None,None
LOG-1881,2026-04-02 12:47,FOR-35,Forklift,Wheel Shop,10.1,26618,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1882,2026-04-01 22:12,FOR-68,Forklift,Container Stack Row C,9.6,57792,Aisle kept clear and stacks squared during the transfer,0,None,None
LOG-1883,2026-04-04 09:10,REA-27,Reach Stacker,Loading Dock 2,11.9,54731,Dockboard secured with anchor pins and checked before the lift,0,None,None
LOG-1884,2026-04-04 09:20,REA-44,Reach Stacker,Container Stack Row C,8.2,43457,No exception noted,0,None,None
LOG-1885,2026-03-31 17:00,YAR-27,Yard Hostler,Bay 1,7.2,19686,No exception noted,0,None,None
LOG-1886,2026-04-04 09:40,YAR-39,Yard Hostler,Bay 2,9.2,39615,No exception noted,0,None,None
LOG-1887,2026-04-05 00:37,CON-90,Container Handler,Wheel Shop,10.1,24768,Truck with failed service brake returned to yard duty without repair,1,truck_defect,1910.178
LOG-1888,2026-04-04 10:00,REA-34,Reach Stacker,Maintenance Track,11.1,32903,No exception noted,0,None,None
LOG-1889,2026-04-02 13:43,GAN-44,Gantry Crane,Container Stack Row C,11.5,37811,Platform guardrail measured at twenty-eight inches above the walking level,1,guardrail,1910.29
LOG-1890,2026-03-30 11:40,CON-25,Container Handler,High-Voltage Line B,6.4,18201,"Catenary confirmed de-energised, grounded and tagged before the lift",0,None,None
LOG-1891,2026-03-31 02:33,REA-50,Reach Stacker,High-Voltage Line B,10.2,25564,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1892,2026-04-06 07:16,FOR-56,Forklift,Bay 2,6.1,34389,Palletised freight left obstructing the designated traffic aisle,1,aisle_obstruction,1910.176
LOG-1893,2026-04-06 22:22,REA-45,Reach Stacker,High-Voltage Line B,8.2,52904,"Catenary confirmed de-energised, grounded and tagged before the lift",0,None,None
LOG-1894,2026-04-03 20:06,GAN-53,Gantry Crane,Main Pedestrian Crosswalk,11.6,17206,Hydraulic fluid pooled across the marked walking route and left unattended,1,housekeeping,1910.22
LOG-1895,2026-04-05 17:00,FOR-37,Forklift,Intermodal Ramp,7.6,18973,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1896,2026-04-06 23:04,TER-32,Terminal Tractor,Intermodal Ramp,7.3,28865,No exception noted,0,None,None
LOG-1897,2026-04-01 08:45,CON-79,Container Handler,Intermodal Ramp,7.7,59004,No exception noted,0,None,None
LOG-1898,2026-04-03 20:42,REA-33,Reach Stacker,Container Stack Row C,9.8,31808,Container transferred and seals verified against the manifest,0,None,None
LOG-1899,2026-04-04 11:50,YAR-45,Yard Hostler,Intermodal Ramp,9.8,38831,Gantry inspection current and the limit switch function-tested,0,None,None
LOG-1900,2026-03-31 03:00,YAR-26,Yard Hostler,Main Pedestrian Crosswalk,6.0,29088,Sling used with a crushed eye fitting and no legible capacity tag,1,sling,1910.184
LOG-1901,2026-03-31 03:03,TER-75,Terminal Tractor,Intermodal Ramp,9.6,45440,No exception noted,0,None,None
LOG-1902,2026-04-03 21:18,YAR-61,Yard Hostler,High-Voltage Line B,7.9,54463,No exception noted,0,None,None
LOG-1903,2026-04-02 00:18,REA-71,Reach Stacker,Bay 1,7.4,39918,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1904,2026-04-07 16:00,FOR-76,Forklift,Bay 4,8.7,30148,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1905,2026-03-31 18:20,REA-51,Reach Stacker,Wheel Shop,8.6,24993,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1906,2026-04-05 04:06,YAR-27,Yard Hostler,Bay 2,7.1,30044,Open-sided stairway to the ramp office missing its handrail,1,stairway,1910.25
LOG-1907,2026-03-31 03:21,CON-56,Container Handler,Main Pedestrian Crosswalk,9.4,25381,Hours-of-duty record filed and certified at tour end,0,None,None
LOG-1908,2026-04-07 01:52,GAN-67,Gantry Crane,Bay 4,10.3,38584,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1909,2026-04-02 16:03,GAN-29,Gantry Crane,Loading Dock 2,6.3,45902,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1910,2026-04-06 11:10,FOR-20,Forklift,High-Voltage Line B,9.2,33727,No exception noted,0,None,None
LOG-1911,2026-04-05 20:12,CON-71,Container Handler,Intermodal Ramp,8.8,60546,Lift truck kept in service after the mast chain was found slack and frayed,1,truck_defect,1910.178
LOG-1912,2026-04-04 14:00,CON-34,Container Handler,Bay 1,9.5,24936,Aisle kept clear and stacks squared during the transfer,0,None,None
LOG-1913,2026-04-03 07:44,TER-15,Terminal Tractor,Bay 1,9.1,61250,Stairway handrail confirmed secure during the walk-through,0,None,None
LOG-1914,2026-04-02 16:38,FOR-23,Forklift,Maintenance Track,7.9,24175,No exception noted,0,None,None
LOG-1915,2026-04-06 12:15,FOR-21,Forklift,Bay 2,7.5,35355,Dockboard placed without anchors and moved during transit into the boxcar,1,dockboard,1910.26
LOG-1916,2026-04-04 14:40,REA-86,Reach Stacker,Loading Dock 2,7.1,21502,Hydraulic fluid pooled across the marked walking route and left unattended,1,housekeeping,1910.22
LOG-1917,2026-04-03 23:33,CON-52,Container Handler,High-Voltage Line B,8.3,34615,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1918,2026-04-06 12:54,TER-88,Terminal Tractor,Bay 2,9.6,29666,Portable ladder with a cracked side rail used to reach the container roof,1,ladder,1910.23
LOG-1919,2026-04-07 04:26,REA-25,Reach Stacker,Maintenance Track,10.2,21656,No exception noted,0,None,None
LOG-1920,2026-04-07 04:40,FOR-19,Forklift,High-Voltage Line B,6.1,36092,Mast raised inside the approach boundary of a live overhead line,1,approach_distance,1910.333
LOG-1921,2026-04-05 06:51,YAR-22,Yard Hostler,Bay 2,10.5,20444,Daily truck inspection completed with no defects found,0,None,None
LOG-1922,2026-03-31 19:28,CON-52,Container Handler,Bay 2,9.8,15455,Container transferred and seals verified against the manifest,0,None,None
LOG-1923,2026-04-04 15:50,CON-73,Container Handler,Bay 1,8.4,33612,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1924,2026-03-30 12:48,FOR-24,Forklift,Bay 4,9.7,63445,No exception noted,0,None,None
LOG-1925,2026-03-31 04:15,REA-46,Reach Stacker,Maintenance Track,11.5,32615,Rim wheel deflated and seated in the restraining device before service,0,None,None
LOG-1926,2026-04-03 09:28,CON-74,Container Handler,Bay 2,11.1,42276,Cargo stacked with a three-foot overhang blocking the marked aisle,1,aisle_obstruction,1910.176
LOG-1927,2026-04-02 18:09,YAR-51,Yard Hostler,Bay 1,6.2,62302,Container transferred and seals verified against the manifest,0,None,None
LOG-1928,2026-04-04 16:40,CON-61,Container Handler,Maintenance Track,11.4,58270,No exception noted,0,None,None
LOG-1929,2026-04-02 18:23,GAN-95,Gantry Crane,Loading Dock 2,11.5,26591,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1930,2026-04-04 01:30,FOR-39,Forklift,Container Stack Row C,10.5,20284,No exception noted,0,None,None
LOG-1931,2026-04-02 18:37,YAR-67,Yard Hostler,Intermodal Ramp,11.4,17433,No exception noted,0,None,None
LOG-1932,2026-04-04 01:48,YAR-57,Yard Hostler,Bay 2,8.7,16164,Relief crew arrived and the covered train employee was released on schedule,0,None,None
LOG-1933,2026-04-01 11:45,TER-69,Terminal Tractor,Loading Dock 2,11.2,60121,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1934,2026-04-07 07:56,TER-83,Terminal Tractor,Bay 2,7.1,43098,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1935,2026-04-04 02:15,TER-40,Terminal Tractor,Wheel Shop,6.7,59239,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1936,2026-03-31 04:48,GAN-41,Gantry Crane,Bay 4,8.4,19168,No exception noted,0,None,None
LOG-1937,2026-03-31 04:51,CON-55,Container Handler,Maintenance Track,9.2,13404,Rim wheel serviced without deflating and without a restraining cage,1,rim_wheel,1910.177
LOG-1938,2026-04-06 01:36,REA-20,Reach Stacker,Intermodal Ramp,9.7,43796,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1939,2026-04-07 09:06,REA-85,Reach Stacker,Intermodal Ramp,10.3,25899,No exception noted,0,None,None
LOG-1940,2026-04-04 03:00,REA-58,Reach Stacker,Main Pedestrian Crosswalk,6.5,52707,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1941,2026-04-06 17:53,TER-71,Terminal Tractor,Rail Siding 3,10.6,25936,No exception noted,0,None,None
LOG-1942,2026-04-06 18:06,TER-22,Terminal Tractor,Bay 4,6.3,29041,No exception noted,0,None,None
LOG-1943,2026-03-31 05:09,REA-56,Reach Stacker,Maintenance Track,10.6,59202,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1944,2026-04-03 11:52,REA-45,Reach Stacker,Bay 4,8.1,46434,Container transferred and seals verified against the manifest,0,None,None
LOG-1945,2026-04-06 03:00,REA-31,Reach Stacker,Bay 4,6.9,26382,No exception noted,0,None,None
LOG-1946,2026-03-30 13:32,GAN-46,Gantry Crane,Main Pedestrian Crosswalk,6.2,28105,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1947,2026-04-01 12:55,FOR-54,Forklift,Main Pedestrian Crosswalk,9.0,53929,No exception noted,0,None,None
LOG-1948,2026-03-31 05:24,TER-96,Terminal Tractor,Main Pedestrian Crosswalk,9.0,16526,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1949,2026-04-04 04:21,TER-25,Terminal Tractor,Rail Siding 3,8.6,59842,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1950,2026-04-02 20:50,REA-76,Reach Stacker,Intermodal Ramp,6.4,15058,Dockboard secured with anchor pins and checked before the lift,0,None,None
LOG-1951,2026-03-31 21:24,FOR-79,Forklift,Bay 2,7.5,64125,Damaged sling removed from service and destroyed,0,None,None
LOG-1952,2026-04-08 04:00,CON-65,Container Handler,Wheel Shop,11.9,34845,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1953,2026-03-31 05:39,FOR-39,Forklift,Bay 2,11.3,49860,Portable ladder with a cracked side rail used to reach the container roof,1,ladder,1910.23
LOG-1954,2026-04-03 13:12,CON-41,Container Handler,High-Voltage Line B,6.8,57654,Wire rope sling with twelve broken wires in one lay kept in the active lift,1,sling,1910.184
LOG-1955,2026-04-05 13:05,REA-47,Reach Stacker,Bay 1,10.4,12483,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1956,2026-04-08 05:00,REA-11,Reach Stacker,High-Voltage Line B,9.4,37204,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1957,2026-04-07 13:18,GAN-22,Gantry Crane,Bay 4,11.3,45721,Damaged ladder tagged out of service and removed from the area,0,None,None
LOG-1958,2026-04-08 05:30,FOR-55,Forklift,Container Stack Row C,6.1,46607,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1959,2026-03-31 05:57,FOR-10,Forklift,Intermodal Ramp,7.0,61056,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1960,2026-04-08 06:00,TER-30,Terminal Tractor,Bay 2,8.9,21733,Stair run to the dispatch office in use with the handrail detached,1,stairway,1910.25
LOG-1961,2026-03-31 06:03,FOR-42,Forklift,Rail Siding 3,7.6,47990,"Catenary confirmed de-energised, grounded and tagged before the lift",0,None,None
LOG-1962,2026-04-07 14:28,TER-32,Terminal Tractor,Bay 1,6.8,32963,Stair treads and handrail inspected and found sound,0,None,None
LOG-1963,2026-03-30 14:06,REA-72,Reach Stacker,Main Pedestrian Crosswalk,9.4,53845,No exception noted,0,None,None
LOG-1964,2026-04-08 07:00,FOR-43,Forklift,Loading Dock 2,11.0,32087,No exception noted,0,None,None
LOG-1965,2026-04-02 22:35,CON-72,Container Handler,Container Stack Row C,10.5,22574,Palletised freight left obstructing the designated traffic aisle,1,aisle_obstruction,1910.176
LOG-1966,2026-04-05 15:06,FOR-70,Forklift,Container Stack Row C,10.7,46250,Aisle kept clear and stacks squared during the transfer,0,None,None
LOG-1967,2026-03-31 22:28,FOR-34,Forklift,Loading Dock 2,11.3,49319,Container transferred and seals verified against the manifest,0,None,None
LOG-1968,2026-04-08 08:00,YAR-33,Yard Hostler,Bay 2,10.3,52871,Aisle kept clear and stacks squared during the transfer,0,None,None
LOG-1969,2026-04-01 14:45,TER-12,Terminal Tractor,Rail Siding 3,8.1,23972,No exception noted,0,None,None
LOG-1970,2026-04-04 23:40,YAR-97,Yard Hostler,Rail Siding 3,9.4,61470,No exception noted,0,None,None
LOG-1971,2026-03-30 14:22,FOR-52,Forklift,Rail Siding 3,9.2,35680,No exception noted,0,None,None
LOG-1972,2026-04-06 08:24,YAR-68,Yard Hostler,Bay 1,10.0,45343,No exception noted,0,None,None
LOG-1973,2026-04-05 00:10,TER-86,Terminal Tractor,Bay 4,6.1,49259,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1974,2026-04-05 16:34,GAN-95,Gantry Crane,Main Pedestrian Crosswalk,8.6,55428,No exception noted,0,None,None
LOG-1975,2026-04-07 01:15,FOR-73,Forklift,Bay 4,7.6,41269,No exception noted,0,None,None
LOG-1976,2026-04-02 23:52,TER-67,Terminal Tractor,Container Stack Row C,11.9,23128,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1977,2026-04-01 15:25,TER-48,Terminal Tractor,Rail Siding 3,11.7,40637,No exception noted,0,None,None
LOG-1978,2026-03-30 14:36,FOR-78,Forklift,Container Stack Row C,11.0,49739,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1979,2026-04-03 16:32,REA-10,Reach Stacker,High-Voltage Line B,6.1,58966,Spreader boom worked within four feet of the energised catenary,1,approach_distance,1910.333
LOG-1980,2026-04-03 00:20,YAR-94,Yard Hostler,Rail Siding 3,11.0,54790,No exception noted,0,None,None
LOG-1981,2026-04-05 17:51,GAN-36,Gantry Crane,Intermodal Ramp,7.9,57910,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1982,2026-04-07 19:08,CON-65,Container Handler,Bay 1,10.6,41490,Platform guardrail measured at twenty-eight inches above the walking level,1,guardrail,1910.29
LOG-1983,2026-04-06 10:36,FOR-10,Forklift,Intermodal Ramp,11.0,12017,No exception noted,0,None,None
LOG-1984,2026-04-02 08:24,YAR-33,Yard Hostler,Intermodal Ramp,9.7,54891,No exception noted,0,None,None
LOG-1985,2026-03-31 07:15,TER-57,Terminal Tractor,Bay 2,7.7,28376,Dockboard anchored and its rated capacity posted before transit,0,None,None
LOG-1986,2026-04-04 09:54,CON-15,Container Handler,Maintenance Track,10.9,51699,"Circuit de-energised before work, so no live-work equipment was needed",0,None,None
LOG-1987,2026-04-05 18:57,YAR-42,Yard Hostler,Intermodal Ramp,6.4,43717,Relief crew arrived and the covered train employee was released on schedule,0,None,None
LOG-1988,2026-03-31 23:52,CON-35,Container Handler,Maintenance Track,10.4,57621,Junction box cover missing and live conductors reachable from the aisle,1,live_parts,1910.303
LOG-1989,2026-04-02 08:54,REA-98,Reach Stacker,Intermodal Ramp,8.4,33233,No exception noted,0,None,None
LOG-1990,2026-03-30 15:00,FOR-26,Forklift,High-Voltage Line B,7.6,12541,Panel cover refitted and the enclosure secured after the work,0,None,None
LOG-1991,2026-04-08 13:45,CON-17,Container Handler,Bay 1,9.5,57303,No exception noted,0,None,None
LOG-1992,2026-04-01 16:40,TER-28,Terminal Tractor,Bay 4,8.6,43450,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1993,2026-04-04 10:57,YAR-64,Yard Hostler,Rail Siding 3,7.4,49519,Hours-of-duty record filed and certified at tour end,0,None,None
LOG-1994,2026-04-03 01:58,TER-95,Terminal Tractor,Rail Siding 3,10.7,42943,No exception noted,0,None,None
LOG-1995,2026-04-03 02:05,YAR-63,Yard Hostler,Bay 4,6.7,51332,Overhead crane run with the upper limit switch known inoperative,1,crane_inspection,1910.179
